Story,Reality Question,Reality Answer,Memory Question,Memory Answer,First-Order Belief A Question,First-Order Belief A Answer,First-Order Belief B Question,First-Order Belief B Answer,Second-Order Belief A Question,Second-Order Belief A Answer,Second-Order Belief B Question,Second-Order Belief B Answer
"1. Liam entered the sunroom.
2. Nathan entered the sunroom.
3. Amelia entered the sunroom.
4. Amelia exited the sunroom.
5. The suit is in the cupboard.
6. Nathan moved the suit to the box.
7. Liam exited the sunroom.",Where is the suit really?,box,Where was the suit at the beginning?,cupboard,Where will Nathan look for the suit?,box,Where will Liam look for the suit?,box,Where does Nathan think that Liam searches for the suit?,box,Where does Liam think that Nathan searches for the suit?,box
"1. Isabella entered the living_room.
2. Sophia entered the living_room.
3. The shoes is in the envelope.
4. Isabella exited the living_room.
5. Owen entered the living_room.
6. Sophia moved the shoes to the treasure_chest.
7. Isabella entered the living_room.",Where is the shoes really?,treasure_chest,Where was the shoes at the beginning?,envelope,Where will Sophia look for the shoes?,treasure_chest,Where will Isabella look for the shoes?,treasure_chest,Where does Sophia think that Isabella searches for the shoes?,treasure_chest,Where does Isabella think that Sophia searches for the shoes?,treasure_chest
"1. Avery entered the back_yard.
2. Nathan entered the back_yard.
3. Charlotte dislikes the jeans
4. Charlotte entered the back_yard.
5. Nathan exited the back_yard.
6. The apple is in the bathtub.
7. Avery moved the apple to the bottle.
8. Charlotte exited the back_yard.
9. Charlotte entered the back_yard.",Where is the apple really?,bottle,Where was the apple at the beginning?,bathtub,Where will Avery look for the apple?,bottle,Where will Charlotte look for the apple?,bottle,Where does Avery think that Charlotte searches for the apple?,bottle,Where does Charlotte think that Avery searches for the apple?,bottle
"1. Liam dislikes the broccoli
2. Noah entered the closet.
3. Liam entered the closet.
4. The undershirt is in the container.
5. Liam moved the undershirt to the cupboard.
6. Noah exited the closet.
7. Noah entered the closet.",Where is the undershirt really?,cupboard,Where was the undershirt at the beginning?,container,Where will Liam look for the undershirt?,cupboard,Where will Noah look for the undershirt?,cupboard,Where does Liam think that Noah searches for the undershirt?,cupboard,Where does Noah think that Liam searches for the undershirt?,cupboard
"1. Oliver hates the hat
2. Oliver entered the dining_room.
3. Sophia entered the dining_room.
4. The sweatshirt is in the crate.
5. Oliver exited the dining_room.
6. Sophia moved the sweatshirt to the bucket.
7. Sophia likes the persimmon",Where is the sweatshirt really?,bucket,Where was the sweatshirt at the beginning?,crate,Where will Sophia look for the sweatshirt?,bucket,Where will Oliver look for the sweatshirt?,crate,Where does Sophia think that Oliver searches for the sweatshirt?,crate,Where does Oliver think that Sophia searches for the sweatshirt?,crate
"1. Lily entered the bedroom.
2. Logan entered the bedroom.
3. William entered the bedroom.
4. The spinach is in the pantry.
5. Logan moved the spinach to the bathtub.
6. William exited the bedroom.",Where is the spinach really?,bathtub,Where was the spinach at the beginning?,pantry,Where will Logan look for the spinach?,bathtub,Where will William look for the spinach?,bathtub,Where does Logan think that William searches for the spinach?,bathtub,Where does William think that Logan searches for the spinach?,bathtub
"1. Avery entered the garage.
2. Mia entered the garage.
3. The pajamas is in the suitcase.
4. Avery exited the garage.
5. Mia moved the pajamas to the box.",Where is the pajamas really?,box,Where was the pajamas at the beginning?,suitcase,Where will Mia look for the pajamas?,box,Where will Avery look for the pajamas?,suitcase,Where does Mia think that Avery searches for the pajamas?,suitcase,Where does Avery think that Mia searches for the pajamas?,suitcase
"1. Chloe entered the bathroom.
2. Mila entered the bathroom.
3. Avery entered the closet.
4. The hat is in the crate.
5. Mila moved the hat to the bottle.
6. Chloe exited the bathroom.",Where is the hat really?,bottle,Where was the hat at the beginning?,crate,Where will Mila look for the hat?,bottle,Where will Chloe look for the hat?,bottle,Where does Mila think that Chloe searches for the hat?,bottle,Where does Chloe think that Mila searches for the hat?,bottle
"1. Lucas entered the crawlspace.
2. Jack entered the crawlspace.
3. Ethan entered the crawlspace.
4. Lucas exited the crawlspace.
5. The pajamas is in the basket.
6. Jack exited the crawlspace.
7. Ethan moved the pajamas to the pantry.
8. Ethan likes the persimmon",Where is the pajamas really?,pantry,Where was the pajamas at the beginning?,basket,Where will Ethan look for the pajamas?,pantry,Where will Jack look for the pajamas?,basket,Where does Ethan think that Jack searches for the pajamas?,pantry,Where does Jack think that Ethan searches for the pajamas?,pantry
"1. Charlotte loves the watermelon
2. Owen entered the staircase.
3. Charlotte entered the staircase.
4. Owen hates the suit
5. The peach is in the bathtub.
6. Charlotte moved the peach to the suitcase.
7. Owen exited the staircase.",Where is the peach really?,suitcase,Where was the peach at the beginning?,bathtub,Where will Charlotte look for the peach?,suitcase,Where will Owen look for the peach?,suitcase,Where does Charlotte think that Owen searches for the peach?,suitcase,Where does Owen think that Charlotte searches for the peach?,suitcase
"1. Charlotte entered the basement.
2. Charlotte dislikes the coat
3. Amelia entered the closet.
4. Ava entered the basement.
5. The strawberry is in the suitcase.
6. Charlotte moved the strawberry to the crate.
7. Ava exited the basement.
8. Charlotte exited the basement.
9. Ava entered the basement.",Where is the strawberry really?,crate,Where was the strawberry at the beginning?,suitcase,Where will Charlotte look for the strawberry?,crate,Where will Ava look for the strawberry?,crate,Where does Charlotte think that Ava searches for the strawberry?,crate,Where does Ava think that Charlotte searches for the strawberry?,crate
"1. Jackson entered the lounge.
2. Aiden entered the lounge.
3. The persimmon is in the bottle.
4. Jackson exited the lounge.
5. Jackson entered the lounge.
6. Aiden moved the persimmon to the box.",Where is the persimmon really?,box,Where was the persimmon at the beginning?,bottle,Where will Aiden look for the persimmon?,box,Where will Jackson look for the persimmon?,box,Where does Aiden think that Jackson searches for the persimmon?,box,Where does Jackson think that Aiden searches for the persimmon?,box
"1. Chloe entered the workshop.
2. Nathan entered the workshop.
3. Oliver entered the workshop.
4. Nathan dislikes the banana
5. The grapes is in the bottle.
6. Oliver moved the grapes to the envelope.
7. Nathan exited the workshop.
8. Chloe exited the workshop.
9. Chloe entered the garden.",Where is the grapes really?,envelope,Where was the grapes at the beginning?,bottle,Where will Oliver look for the grapes?,envelope,Where will Chloe look for the grapes?,envelope,Where does Oliver think that Chloe searches for the grapes?,envelope,Where does Chloe think that Oliver searches for the grapes?,envelope
"1. Olivia likes the tomato
2. Elizabeth entered the den.
3. Liam entered the den.
4. Olivia entered the den.
5. Olivia loves the shirt
6. The watermelon is in the basket.
7. Elizabeth exited the den.
8. Olivia moved the watermelon to the pantry.",Where is the watermelon really?,pantry,Where was the watermelon at the beginning?,basket,Where will Olivia look for the watermelon?,pantry,Where will Elizabeth look for the watermelon?,basket,Where does Olivia think that Elizabeth searches for the watermelon?,pantry,Where does Elizabeth think that Olivia searches for the watermelon?,pantry
"1. William entered the hall.
2. Noah loves the pineapple
3. Noah entered the hall.
4. Jackson entered the hall.
5. William loves the grapes
6. The apple is in the bathtub.
7. William exited the hall.
8. Noah exited the hall.
9. Jackson moved the apple to the container.
10. Noah entered the hall.",Where is the apple really?,container,Where was the apple at the beginning?,bathtub,Where will Jackson look for the apple?,container,Where will Noah look for the apple?,container,Where does Jackson think that Noah searches for the apple?,container,Where does Noah think that Jackson searches for the apple?,container
"1. Nathan loves the spinach
2. Nathan entered the crawlspace.
3. Charlotte entered the crawlspace.
4. The stockings is in the drawer.
5. Nathan moved the stockings to the treasure_chest.
6. Evelyn dislikes the tie
7. Charlotte exited the crawlspace.",Where is the stockings really?,treasure_chest,Where was the stockings at the beginning?,drawer,Where will Nathan look for the stockings?,treasure_chest,Where will Charlotte look for the stockings?,treasure_chest,Where does Nathan think that Charlotte searches for the stockings?,treasure_chest,Where does Charlotte think that Nathan searches for the stockings?,treasure_chest
"1. Ella entered the garage.
2. Chloe entered the garage.
3. The melon is in the drawer.
4. Ella exited the garage.
5. Mason hates the slacks
6. Chloe moved the melon to the bucket.",Where is the melon really?,bucket,Where was the melon at the beginning?,drawer,Where will Chloe look for the melon?,bucket,Where will Ella look for the melon?,drawer,Where does Chloe think that Ella searches for the melon?,drawer,Where does Ella think that Chloe searches for the melon?,drawer
"1. Logan entered the back_yard.
2. Jacob entered the back_yard.
3. The tangerine is in the crate.
4. Jacob exited the back_yard.
5. Jacob entered the back_yard.
6. Logan moved the tangerine to the pantry.
7. Avery entered the cellar.",Where is the tangerine really?,pantry,Where was the tangerine at the beginning?,crate,Where will Logan look for the tangerine?,pantry,Where will Jacob look for the tangerine?,pantry,Where does Logan think that Jacob searches for the tangerine?,pantry,Where does Jacob think that Logan searches for the tangerine?,pantry
"1. Emma entered the kitchen.
2. Aria entered the kitchen.
3. The peas is in the bathtub.
4. Emma moved the peas to the drawer.
5. Emma dislikes the skirt
6. Aria exited the kitchen.
7. Aria entered the kitchen.",Where is the peas really?,drawer,Where was the peas at the beginning?,bathtub,Where will Emma look for the peas?,drawer,Where will Aria look for the peas?,drawer,Where does Emma think that Aria searches for the peas?,drawer,Where does Aria think that Emma searches for the peas?,drawer
"1. Abigail entered the back_yard.
2. Hannah entered the back_yard.
3. The trousers is in the crate.
4. Abigail moved the trousers to the suitcase.
5. Benjamin entered the back_yard.
6. Hannah exited the back_yard.
7. Abigail exited the back_yard.
8. Hannah entered the hallway.",Where is the trousers really?,suitcase,Where was the trousers at the beginning?,crate,Where will Abigail look for the trousers?,suitcase,Where will Hannah look for the trousers?,suitcase,Where does Abigail think that Hannah searches for the trousers?,suitcase,Where does Hannah think that Abigail searches for the trousers?,suitcase
"1. Jack entered the porch.
2. Jacob entered the sunroom.
3. Jacob hates the trousers
4. Chloe entered the porch.
5. Jacob exited the sunroom.
6. The hat is in the crate.
7. Jack exited the porch.
8. Chloe moved the hat to the treasure_chest.",Where is the hat really?,treasure_chest,Where was the hat at the beginning?,crate,Where will Chloe look for the hat?,treasure_chest,Where will Jack look for the hat?,crate,Where does Chloe think that Jack searches for the hat?,crate,Where does Jack think that Chloe searches for the hat?,crate
"1. Olivia entered the basement.
2. Ethan entered the basement.
3. Hannah entered the basement.
4. Hannah hates the apple
5. The persimmon is in the drawer.
6. Ethan moved the persimmon to the bucket.
7. Hannah likes the banana
8. Olivia exited the basement.",Where is the persimmon really?,bucket,Where was the persimmon at the beginning?,drawer,Where will Ethan look for the persimmon?,bucket,Where will Olivia look for the persimmon?,bucket,Where does Ethan think that Olivia searches for the persimmon?,bucket,Where does Olivia think that Ethan searches for the persimmon?,bucket
"1. Aria entered the cellar.
2. Jack entered the cellar.
3. The melon is in the basket.
4. Aria moved the melon to the bottle.
5. Abigail entered the cellar.
6. Jack exited the cellar.
7. Abigail exited the cellar.
8. Jack entered the patio.
9. Abigail hates the broccoli",Where is the melon really?,bottle,Where was the melon at the beginning?,basket,Where will Aria look for the melon?,bottle,Where will Jack look for the melon?,bottle,Where does Aria think that Jack searches for the melon?,bottle,Where does Jack think that Aria searches for the melon?,bottle
"1. Evelyn is in the pantry.
2. Amelia entered the pantry.
3. The apple is in the bucket.
4. Amelia exited the pantry.
5. Amelia entered the hall.
6. Ava entered the hall.
7. Evelyn moved the apple to the basket.",Where is the apple really?,basket,Where was the apple at the beginning?,bucket,Where will Evelyn look for the apple?,basket,Where will Amelia look for the apple?,bucket,Where does Evelyn think that Amelia searches for the apple?,bucket,Where does Amelia think that Evelyn searches for the apple?,bucket
"1. Logan entered the patio.
2. Sophia entered the patio.
3. The hat is in the box.
4. Sophia exited the patio.
5. Logan hates the celery
6. Sophia entered the living_room.
7. Logan moved the hat to the suitcase.",Where is the hat really?,suitcase,Where was the hat at the beginning?,box,Where will Logan look for the hat?,suitcase,Where will Sophia look for the hat?,box,Where does Logan think that Sophia searches for the hat?,box,Where does Sophia think that Logan searches for the hat?,box
"1. Mila entered the basement.
2. Mila hates the lettuce
3. Jack entered the basement.
4. The t-shirt is in the envelope.
5. Jack exited the basement.
6. Mila moved the t-shirt to the bottle.",Where is the t-shirt really?,bottle,Where was the t-shirt at the beginning?,envelope,Where will Mila look for the t-shirt?,bottle,Where will Jack look for the t-shirt?,envelope,Where does Mila think that Jack searches for the t-shirt?,envelope,Where does Jack think that Mila searches for the t-shirt?,envelope
"1. Lucas entered the garage.
2. Logan entered the porch.
3. Liam entered the garage.
4. Logan exited the porch.
5. The cap is in the cupboard.
6. Lucas moved the cap to the basket.
7. Liam exited the garage.
8. Lucas exited the garage.
9. Liam entered the porch.",Where is the cap really?,basket,Where was the cap at the beginning?,cupboard,Where will Lucas look for the cap?,basket,Where will Liam look for the cap?,basket,Where does Lucas think that Liam searches for the cap?,basket,Where does Liam think that Lucas searches for the cap?,basket
"1. Avery entered the garden.
2. Aiden entered the garden.
3. Benjamin entered the hall.
4. The underclothes is in the envelope.
5. Avery moved the underclothes to the pantry.
6. Aiden exited the garden.
7. Benjamin exited the hall.
8. Aiden entered the garden.",Where is the underclothes really?,pantry,Where was the underclothes at the beginning?,envelope,Where will Avery look for the underclothes?,pantry,Where will Aiden look for the underclothes?,pantry,Where does Avery think that Aiden searches for the underclothes?,pantry,Where does Aiden think that Avery searches for the underclothes?,pantry
"1. Logan entered the master_bedroom.
2. Isla entered the master_bedroom.
3. Noah entered the master_bedroom.
4. Logan likes the cucumber
5. Logan exited the master_bedroom.
6. The plum is in the cupboard.
7. Isla loves the strawberry
8. Noah exited the master_bedroom.
9. Isla moved the plum to the container.",Where is the plum really?,container,Where was the plum at the beginning?,cupboard,Where will Isla look for the plum?,container,Where will Noah look for the plum?,cupboard,Where does Isla think that Noah searches for the plum?,container,Where does Noah think that Isla searches for the plum?,container
"1. Oliver is in the garden.
2. James entered the kitchen.
3. Emily entered the garden.
4. The tie is in the basket.
5. Emily exited the garden.
6. Oliver moved the tie to the container.
7. Oliver exited the garden.
8. James exited the kitchen.
9. Emily entered the garden.",Where is the tie really?,container,Where was the tie at the beginning?,basket,Where will Oliver look for the tie?,container,Where will Emily look for the tie?,container,Where does Oliver think that Emily searches for the tie?,basket,Where does Emily think that Oliver searches for the tie?,basket
"1. Logan entered the staircase.
2. Charlotte entered the staircase.
3. The watermelon is in the basket.
4. Mila entered the hall.
5. Charlotte exited the staircase.
6. Logan moved the watermelon to the bathtub.
7. Charlotte entered the staircase.
8. Charlotte loves the grapefruit",Where is the watermelon really?,bathtub,Where was the watermelon at the beginning?,basket,Where will Logan look for the watermelon?,bathtub,Where will Charlotte look for the watermelon?,bathtub,Where does Logan think that Charlotte searches for the watermelon?,bathtub,Where does Charlotte think that Logan searches for the watermelon?,bathtub
"1. Carter hates the socks
2. Carter entered the hall.
3. Alexander entered the hall.
4. The pineapple is in the bathtub.
5. Hunter entered the hall.
6. Hunter exited the hall.
7. Alexander exited the hall.
8. Alexander loves the shirt
9. Carter moved the pineapple to the crate.",Where is the pineapple really?,crate,Where was the pineapple at the beginning?,bathtub,Where will Carter look for the pineapple?,crate,Where will Alexander look for the pineapple?,bathtub,Where does Carter think that Alexander searches for the pineapple?,crate,Where does Alexander think that Carter searches for the pineapple?,crate
"1. Mason entered the cellar.
2. Alexander entered the cellar.
3. The trousers is in the bathtub.
4. Mason moved the trousers to the drawer.
5. Alexander exited the cellar.",Where is the trousers really?,drawer,Where was the trousers at the beginning?,bathtub,Where will Mason look for the trousers?,drawer,Where will Alexander look for the trousers?,drawer,Where does Mason think that Alexander searches for the trousers?,drawer,Where does Alexander think that Mason searches for the trousers?,drawer
"1. Mila entered the master_bedroom.
2. Hannah entered the master_bedroom.
3. The cherry is in the envelope.
4. Mila exited the master_bedroom.
5. Liam loves the turnip
6. Mila entered the den.
7. Hannah moved the cherry to the cupboard.",Where is the cherry really?,cupboard,Where was the cherry at the beginning?,envelope,Where will Hannah look for the cherry?,cupboard,Where will Mila look for the cherry?,envelope,Where does Hannah think that Mila searches for the cherry?,envelope,Where does Mila think that Hannah searches for the cherry?,envelope
"1. Isla entered the bathroom.
2. Jack is in the bathroom.
3. The cap is in the drawer.
4. Isla dislikes the pants
5. Jack moved the cap to the box.
6. Isla exited the bathroom.
7. Jack exited the bathroom.
8. Isla entered the dining_room.",Where is the cap really?,box,Where was the cap at the beginning?,drawer,Where will Jack look for the cap?,box,Where will Isla look for the cap?,box,Where does Jack think that Isla searches for the cap?,box,Where does Isla think that Jack searches for the cap?,box
"1. Nathan entered the hallway.
2. Logan entered the hallway.
3. The underpants is in the suitcase.
4. Logan moved the underpants to the envelope.
5. Noah entered the dining_room.
6. Nathan exited the hallway.
7. Nathan entered the dining_room.
8. Nathan hates the pants",Where is the underpants really?,envelope,Where was the underpants at the beginning?,suitcase,Where will Logan look for the underpants?,envelope,Where will Nathan look for the underpants?,envelope,Where does Logan think that Nathan searches for the underpants?,envelope,Where does Nathan think that Logan searches for the underpants?,envelope
"1. Isabella likes the hat
2. Emily entered the pantry.
3. Mason entered the pantry.
4. The sweatshirt is in the crate.
5. Emily exited the pantry.
6. Emily entered the TV_room.
7. Mason moved the sweatshirt to the envelope.
8. Isabella entered the TV_room.",Where is the sweatshirt really?,envelope,Where was the sweatshirt at the beginning?,crate,Where will Mason look for the sweatshirt?,envelope,Where will Emily look for the sweatshirt?,crate,Where does Mason think that Emily searches for the sweatshirt?,envelope,Where does Emily think that Mason searches for the sweatshirt?,envelope
"1. Benjamin hates the scarf
2. Charlotte entered the laundry.
3. Noah entered the laundry.
4. Benjamin likes the boots
5. The spinach is in the bucket.
6. Noah exited the laundry.
7. Benjamin entered the crawlspace.
8. Noah entered the laundry.
9. Charlotte moved the spinach to the suitcase.",Where is the spinach really?,suitcase,Where was the spinach at the beginning?,bucket,Where will Charlotte look for the spinach?,suitcase,Where will Noah look for the spinach?,suitcase,Where does Charlotte think that Noah searches for the spinach?,suitcase,Where does Noah think that Charlotte searches for the spinach?,suitcase
"1. Abigail likes the slacks
2. Abigail entered the closet.
3. Aiden entered the closet.
4. Ava entered the closet.
5. The shoes is in the suitcase.
6. Aiden exited the closet.
7. Ava moved the shoes to the envelope.",Where is the shoes really?,envelope,Where was the shoes at the beginning?,suitcase,Where will Ava look for the shoes?,envelope,Where will Aiden look for the shoes?,suitcase,Where does Ava think that Aiden searches for the shoes?,envelope,Where does Aiden think that Ava searches for the shoes?,envelope
"1. Logan entered the staircase.
2. Charlotte entered the staircase.
3. The t-shirt is in the bucket.
4. Logan dislikes the cap
5. Logan exited the staircase.
6. Logan entered the staircase.
7. Logan hates the sweet_potato
8. Charlotte moved the t-shirt to the box.",Where is the t-shirt really?,box,Where was the t-shirt at the beginning?,bucket,Where will Charlotte look for the t-shirt?,box,Where will Logan look for the t-shirt?,box,Where does Charlotte think that Logan searches for the t-shirt?,box,Where does Logan think that Charlotte searches for the t-shirt?,box
"1. Amelia entered the sunroom.
2. Jackson entered the sunroom.
3. The potato is in the treasure_chest.
4. Amelia exited the sunroom.
5. Jackson moved the potato to the cupboard.
6. Jacob entered the sunroom.
7. Amelia entered the playroom.
8. Jacob hates the watermelon",Where is the potato really?,cupboard,Where was the potato at the beginning?,treasure_chest,Where will Jackson look for the potato?,cupboard,Where will Amelia look for the potato?,treasure_chest,Where does Jackson think that Amelia searches for the potato?,cupboard,Where does Amelia think that Jackson searches for the potato?,cupboard
"1. Ethan entered the back_yard.
2. Hunter is in the back_yard.
3. The raincoat is in the container.
4. Ethan exited the back_yard.
5. Hunter dislikes the t-shirt
6. Hunter moved the raincoat to the drawer.
7. Sophia entered the study.
8. Ethan loves the lettuce",Where is the raincoat really?,drawer,Where was the raincoat at the beginning?,container,Where will Hunter look for the raincoat?,drawer,Where will Ethan look for the raincoat?,container,Where does Hunter think that Ethan searches for the raincoat?,container,Where does Ethan think that Hunter searches for the raincoat?,container
"1. Jack entered the sunroom.
2. Liam loves the potato
3. Liam entered the sunroom.
4. James entered the sunroom.
5. James dislikes the tangerine
6. The lemon is in the container.
7. Jack moved the lemon to the pantry.
8. Liam exited the sunroom.
9. Liam entered the sunroom.",Where is the lemon really?,pantry,Where was the lemon at the beginning?,container,Where will Jack look for the lemon?,pantry,Where will Liam look for the lemon?,pantry,Where does Jack think that Liam searches for the lemon?,pantry,Where does Liam think that Jack searches for the lemon?,pantry
"1. Sophia entered the playroom.
2. Jackson entered the playroom.
3. The spinach is in the treasure_chest.
4. Jackson exited the playroom.
5. Sophia moved the spinach to the crate.
6. Jackson hates the peas
7. Ella entered the playroom.
8. Sophia exited the playroom.
9. Jackson entered the playroom.",Where is the spinach really?,crate,Where was the spinach at the beginning?,treasure_chest,Where will Sophia look for the spinach?,crate,Where will Jackson look for the spinach?,crate,Where does Sophia think that Jackson searches for the spinach?,treasure_chest,Where does Jackson think that Sophia searches for the spinach?,treasure_chest
"1. Hunter entered the garden.
2. Mason entered the garden.
3. The hat is in the treasure_chest.
4. Mason moved the hat to the drawer.
5. Hunter exited the garden.
6. Hunter dislikes the dress",Where is the hat really?,drawer,Where was the hat at the beginning?,treasure_chest,Where will Mason look for the hat?,drawer,Where will Hunter look for the hat?,drawer,Where does Mason think that Hunter searches for the hat?,drawer,Where does Hunter think that Mason searches for the hat?,drawer
"1. Isla entered the bedroom.
2. Jayden entered the bedroom.
3. Olivia entered the bedroom.
4. The undershirt is in the pantry.
5. Isla exited the bedroom.
6. Olivia exited the bedroom.
7. Isla entered the hall.
8. Isla hates the radish
9. Jayden moved the undershirt to the container.",Where is the undershirt really?,container,Where was the undershirt at the beginning?,pantry,Where will Jayden look for the undershirt?,container,Where will Isla look for the undershirt?,pantry,Where does Jayden think that Isla searches for the undershirt?,container,Where does Isla think that Jayden searches for the undershirt?,container
"1. Noah loves the peas
2. Charlotte entered the garage.
3. Noah loves the gloves
4. Jackson entered the basement.
5. Noah entered the garage.
6. The cucumber is in the envelope.
7. Noah exited the garage.
8. Charlotte moved the cucumber to the container.",Where is the cucumber really?,container,Where was the cucumber at the beginning?,envelope,Where will Charlotte look for the cucumber?,container,Where will Noah look for the cucumber?,envelope,Where does Charlotte think that Noah searches for the cucumber?,envelope,Where does Noah think that Charlotte searches for the cucumber?,envelope
"1. Abigail entered the cellar.
2. Ella entered the cellar.
3. Ava entered the cellar.
4. The beans is in the bottle.
5. Ava dislikes the apple
6. Ava exited the cellar.
7. Abigail moved the beans to the drawer.
8. Ella exited the cellar.
9. Ella loves the melon",Where is the beans really?,drawer,Where was the beans at the beginning?,bottle,Where will Abigail look for the beans?,drawer,Where will Ella look for the beans?,drawer,Where does Abigail think that Ella searches for the beans?,drawer,Where does Ella think that Abigail searches for the beans?,drawer
"1. Aiden entered the cellar.
2. Liam hates the melon
3. Mila entered the cellar.
4. Liam loves the stockings
5. The gloves is in the cupboard.
6. Liam entered the cellar.
7. Mila exited the cellar.
8. Aiden moved the gloves to the basket.",Where is the gloves really?,basket,Where was the gloves at the beginning?,cupboard,Where will Aiden look for the gloves?,basket,Where will Mila look for the gloves?,cupboard,Where does Aiden think that Mila searches for the gloves?,basket,Where does Mila think that Aiden searches for the gloves?,basket
"1. Emily entered the dining_room.
2. Ava entered the dining_room.
3. The pumpkin is in the basket.
4. Ava exited the dining_room.
5. Ava entered the study.
6. Avery dislikes the strawberry
7. Emily moved the pumpkin to the bottle.",Where is the pumpkin really?,bottle,Where was the pumpkin at the beginning?,basket,Where will Emily look for the pumpkin?,bottle,Where will Ava look for the pumpkin?,basket,Where does Emily think that Ava searches for the pumpkin?,basket,Where does Ava think that Emily searches for the pumpkin?,basket
"1. Ethan entered the lounge.
2. Hannah entered the lounge.
3. Ella entered the lounge.
4. The jacket is in the pantry.
5. Ella moved the jacket to the drawer.
6. Hannah exited the lounge.
7. Hannah hates the tie
8. Ethan exited the lounge.",Where is the jacket really?,drawer,Where was the jacket at the beginning?,pantry,Where will Ella look for the jacket?,drawer,Where will Ethan look for the jacket?,drawer,Where does Ella think that Ethan searches for the jacket?,drawer,Where does Ethan think that Ella searches for the jacket?,drawer
"1. Logan entered the basement.
2. Ethan entered the basement.
3. The beans is in the container.
4. Chloe hates the radish
5. Logan exited the basement.
6. Logan entered the pantry.
7. Ethan moved the beans to the suitcase.",Where is the beans really?,suitcase,Where was the beans at the beginning?,container,Where will Ethan look for the beans?,suitcase,Where will Logan look for the beans?,container,Where does Ethan think that Logan searches for the beans?,container,Where does Logan think that Ethan searches for the beans?,container
"1. Benjamin entered the hallway.
2. Lily entered the hallway.
3. Lily dislikes the apple
4. The shoes is in the bucket.
5. Benjamin exited the hallway.
6. Mia entered the hallway.
7. Mia exited the hallway.
8. Benjamin loves the shirt
9. Lily moved the shoes to the treasure_chest.
10. Benjamin entered the closet.",Where is the shoes really?,treasure_chest,Where was the shoes at the beginning?,bucket,Where will Lily look for the shoes?,treasure_chest,Where will Benjamin look for the shoes?,bucket,Where does Lily think that Benjamin searches for the shoes?,treasure_chest,Where does Benjamin think that Lily searches for the shoes?,treasure_chest
"1. Nathan entered the dining_room.
2. Amelia entered the dining_room.
3. The tomato is in the pantry.
4. Nathan moved the tomato to the container.
5. Amelia exited the dining_room.",Where is the tomato really?,container,Where was the tomato at the beginning?,pantry,Where will Nathan look for the tomato?,container,Where will Amelia look for the tomato?,container,Where does Nathan think that Amelia searches for the tomato?,container,Where does Amelia think that Nathan searches for the tomato?,container
"1. Isabella entered the den.
2. Isabella hates the celery
3. Charlotte entered the den.
4. The onion is in the bathtub.
5. Isabella moved the onion to the bucket.
6. Charlotte exited the den.
7. Amelia likes the watermelon
8. Amelia entered the den.",Where is the onion really?,bucket,Where was the onion at the beginning?,bathtub,Where will Isabella look for the onion?,bucket,Where will Charlotte look for the onion?,bucket,Where does Isabella think that Charlotte searches for the onion?,bucket,Where does Charlotte think that Isabella searches for the onion?,bucket
"1. Jacob loves the turnip
2. Sophia entered the basement.
3. Jacob entered the basement.
4. The spinach is in the suitcase.
5. Jacob moved the spinach to the cupboard.
6. Sophia exited the basement.",Where is the spinach really?,cupboard,Where was the spinach at the beginning?,suitcase,Where will Jacob look for the spinach?,cupboard,Where will Sophia look for the spinach?,cupboard,Where does Jacob think that Sophia searches for the spinach?,cupboard,Where does Sophia think that Jacob searches for the spinach?,cupboard
"1. Isabella entered the basement.
2. Isla entered the basement.
3. The onion is in the envelope.
4. Isabella moved the onion to the crate.
5. Hunter entered the basement.
6. Hunter exited the basement.
7. Isla exited the basement.
8. Isabella hates the shoes",Where is the onion really?,crate,Where was the onion at the beginning?,envelope,Where will Isabella look for the onion?,crate,Where will Isla look for the onion?,crate,Where does Isabella think that Isla searches for the onion?,crate,Where does Isla think that Isabella searches for the onion?,crate
"1. Lily entered the back_yard.
2. Aria entered the back_yard.
3. Lily dislikes the underclothes
4. The stockings is in the cupboard.
5. Lily moved the stockings to the suitcase.
6. Aria exited the back_yard.
7. Lily exited the back_yard.
8. Aria entered the living_room.",Where is the stockings really?,suitcase,Where was the stockings at the beginning?,cupboard,Where will Lily look for the stockings?,suitcase,Where will Aria look for the stockings?,suitcase,Where does Lily think that Aria searches for the stockings?,suitcase,Where does Aria think that Lily searches for the stockings?,suitcase
"1. William entered the patio.
2. Alexander entered the dining_room.
3. Mila entered the patio.
4. The pineapple is in the crate.
5. Alexander exited the dining_room.
6. William moved the pineapple to the cupboard.
7. Mila exited the patio.
8. William hates the broccoli",Where is the pineapple really?,cupboard,Where was the pineapple at the beginning?,crate,Where will William look for the pineapple?,cupboard,Where will Mila look for the pineapple?,cupboard,Where does William think that Mila searches for the pineapple?,cupboard,Where does Mila think that William searches for the pineapple?,cupboard
"1. Charlotte is in the crawlspace.
2. Aiden entered the crawlspace.
3. The peach is in the cupboard.
4. Charlotte likes the grapefruit
5. Charlotte moved the peach to the drawer.
6. Aiden exited the crawlspace.",Where is the peach really?,drawer,Where was the peach at the beginning?,cupboard,Where will Charlotte look for the peach?,drawer,Where will Aiden look for the peach?,drawer,Where does Charlotte think that Aiden searches for the peach?,drawer,Where does Aiden think that Charlotte searches for the peach?,drawer
