Story,Reality Question,Reality Answer,Memory Question,Memory Answer,First-Order Belief A Question,First-Order Belief A Answer,First-Order Belief B Question,First-Order Belief B Answer,Second-Order Belief A Question,Second-Order Belief A Answer,Second-Order Belief B Question,Second-Order Belief B Answer
"1. Marionette with smile dislikes the lemon
2. Hannah entered the master_bedroom.
3. Marionette with smile entered the dining_room.
4. Mason entered the master_bedroom.
5. The scarf is in the cupboard.
6. Marionette with smile exited the dining_room.
7. Hannah exited the master_bedroom.
8. Mason moved the scarf to the bathtub.
9. Hannah entered the dining_room.",Where is the scarf really?,bathtub,Where was the scarf at the beginning?,cupboard,Where will Mason look for the scarf?,bathtub,Where will Hannah look for the scarf?,cupboard,Where does Mason think that Hannah searches for the scarf?,cupboard,Where does Hannah think that Mason searches for the scarf?,cupboard
"1. Chloe entered the porch.
2. Stuffed bunny with bow entered the porch.
3. Chloe hates the cherry
4. The trousers is in the treasure_chest.
5. Stuffed bunny with bow exited the porch.
6. Chloe moved the trousers to the pantry.
7. Avery loves the socks",Where is the trousers really?,pantry,Where was the trousers at the beginning?,treasure_chest,Where will Chloe look for the trousers?,pantry,Where will Stuffed bunny with bow look for the trousers?,treasure_chest,Where does Chloe think that Stuffed bunny with bow searches for the trousers?,treasure_chest,Where does Stuffed bunny with bow think that Chloe searches for the trousers?,treasure_chest
"1. Aria entered the hall.
2. Marionette with smile entered the hall.
3. The grapes is in the box.
4. Aria exited the hall.
5. Aria entered the office.
6. Marionette with smile moved the grapes to the crate.
7. Aiden entered the hall.",Where is the grapes really?,crate,Where was the grapes at the beginning?,box,Where will Marionette with smile look for the grapes?,crate,Where will Aria look for the grapes?,box,Where does Marionette with smile think that Aria searches for the grapes?,crate,Where does Aria think that Marionette with smile searches for the grapes?,crate
"1. Lucas hates the t-shirt
2. Isabella entered the bathroom.
3. Toy robot with painted face entered the bathroom.
4. Toy robot with painted face dislikes the socks
5. Lucas entered the bathroom.
6. Toy robot with painted face exited the bathroom.
7. The turnip is in the crate.
8. Isabella moved the turnip to the bucket.
9. Lucas exited the bathroom.",Where is the turnip really?,bucket,Where was the turnip at the beginning?,crate,Where will Isabella look for the turnip?,bucket,Where will Lucas look for the turnip?,bucket,Where does Isabella think that Lucas searches for the turnip?,bucket,Where does Lucas think that Isabella searches for the turnip?,bucket
"1. Elizabeth entered the bathroom.
2. Doll with curly hair entered the bathroom.
3. The watermelon is in the basket.
4. Doll with curly hair moved the watermelon to the bathtub.
5. Elizabeth exited the bathroom.
6. Elizabeth entered the garage.
7. Elizabeth loves the socks",Where is the watermelon really?,bathtub,Where was the watermelon at the beginning?,basket,Where will Doll with curly hair look for the watermelon?,bathtub,Where will Elizabeth look for the watermelon?,bathtub,Where does Doll with curly hair think that Elizabeth searches for the watermelon?,bathtub,Where does Elizabeth think that Doll with curly hair searches for the watermelon?,bathtub
"1. Chloe entered the back_yard.
2. Chloe hates the underpants
3. Toy mouse with whiskers entered the back_yard.
4. The t-shirt is in the bucket.
5. Toy mouse with whiskers exited the back_yard.
6. Chloe moved the t-shirt to the treasure_chest.",Where is the t-shirt really?,treasure_chest,Where was the t-shirt at the beginning?,bucket,Where will Chloe look for the t-shirt?,treasure_chest,Where will Toy mouse with whiskers look for the t-shirt?,bucket,Where does Chloe think that Toy mouse with whiskers searches for the t-shirt?,bucket,Where does Toy mouse with whiskers think that Chloe searches for the t-shirt?,bucket
"1. Aiden entered the study.
2. Toy horse with mane entered the study.
3. The tangerine is in the box.
4. Aiden exited the study.
5. Ava entered the playroom.
6. Toy horse with mane moved the tangerine to the basket.
7. Ava exited the playroom.
8. Toy horse with mane exited the study.
9. Aiden entered the playroom.",Where is the tangerine really?,basket,Where was the tangerine at the beginning?,box,Where will Toy horse with mane look for the tangerine?,basket,Where will Aiden look for the tangerine?,box,Where does Toy horse with mane think that Aiden searches for the tangerine?,box,Where does Aiden think that Toy horse with mane searches for the tangerine?,box
"1. Ethan entered the bedroom.
2. Stuffed elephant with trunk entered the bedroom.
3. Emily entered the bedroom.
4. Ethan hates the shirt
5. The lemon is in the envelope.
6. Stuffed elephant with trunk exited the bedroom.
7. Ethan moved the lemon to the bottle.
8. Stuffed elephant with trunk entered the bedroom.",Where is the lemon really?,bottle,Where was the lemon at the beginning?,envelope,Where will Ethan look for the lemon?,bottle,Where will Stuffed elephant with trunk look for the lemon?,bottle,Where does Ethan think that Stuffed elephant with trunk searches for the lemon?,bottle,Where does Stuffed elephant with trunk think that Ethan searches for the lemon?,bottle
"1. Benjamin entered the lounge.
2. Benjamin exited the lounge.
3. Toy soldier with helmet entered the lounge.
4. Owen entered the lounge.
5. The jeans is in the box.
6. Owen exited the lounge.
7. Toy soldier with helmet moved the jeans to the envelope.
8. Owen entered the garage.",Where is the jeans really?,envelope,Where was the jeans at the beginning?,box,Where will Toy soldier with helmet look for the jeans?,envelope,Where will Owen look for the jeans?,box,Where does Toy soldier with helmet think that Owen searches for the jeans?,envelope,Where does Owen think that Toy soldier with helmet searches for the jeans?,envelope
"1. Carter entered the office.
2. Doll with freckles entered the den.
3. Abigail entered the office.
4. The persimmon is in the bathtub.
5. Abigail exited the office.
6. Carter moved the persimmon to the suitcase.",Where is the persimmon really?,suitcase,Where was the persimmon at the beginning?,bathtub,Where will Carter look for the persimmon?,suitcase,Where will Abigail look for the persimmon?,bathtub,Where does Carter think that Abigail searches for the persimmon?,bathtub,Where does Abigail think that Carter searches for the persimmon?,bathtub
"1. Mason entered the bathroom.
2. Toy cow with bell entered the bathroom.
3. The peas is in the basket.
4. Mason moved the peas to the pantry.
5. Toy cow with bell exited the bathroom.
6. Toy cow with bell entered the bathroom.",Where is the peas really?,pantry,Where was the peas at the beginning?,basket,Where will Mason look for the peas?,pantry,Where will Toy cow with bell look for the peas?,pantry,Where does Mason think that Toy cow with bell searches for the peas?,pantry,Where does Toy cow with bell think that Mason searches for the peas?,pantry
"1. Charlotte entered the workshop.
2. Toy mouse with whiskers entered the workshop.
3. Toy mouse with whiskers likes the pumpkin
4. The shirt is in the bottle.
5. Toy mouse with whiskers likes the celery
6. Charlotte exited the workshop.
7. Toy mouse with whiskers moved the shirt to the box.
8. Toy mouse with whiskers exited the workshop.
9. Charlotte entered the playroom.
10. Nathan entered the playroom.",Where is the shirt really?,box,Where was the shirt at the beginning?,bottle,Where will Toy mouse with whiskers look for the shirt?,box,Where will Charlotte look for the shirt?,bottle,Where does Toy mouse with whiskers think that Charlotte searches for the shirt?,bottle,Where does Charlotte think that Toy mouse with whiskers searches for the shirt?,bottle
"1. Elizabeth entered the den.
2. Doll with pigtails entered the den.
3. The jeans is in the basket.
4. Elizabeth exited the den.
5. Elizabeth entered the sunroom.
6. Doll with pigtails moved the jeans to the bottle.
7. Jack entered the sunroom.",Where is the jeans really?,bottle,Where was the jeans at the beginning?,basket,Where will Doll with pigtails look for the jeans?,bottle,Where will Elizabeth look for the jeans?,basket,Where does Doll with pigtails think that Elizabeth searches for the jeans?,basket,Where does Elizabeth think that Doll with pigtails searches for the jeans?,basket
"1. Elizabeth entered the TV_room.
2. Puppet with big nose entered the TV_room.
3. Puppet with big nose likes the peach
4. The radish is in the drawer.
5. Puppet with big nose exited the TV_room.
6. Isla likes the coat
7. Elizabeth moved the radish to the bucket.
8. Puppet with big nose entered the playroom.",Where is the radish really?,bucket,Where was the radish at the beginning?,drawer,Where will Elizabeth look for the radish?,bucket,Where will Puppet with big nose look for the radish?,drawer,Where does Elizabeth think that Puppet with big nose searches for the radish?,drawer,Where does Puppet with big nose think that Elizabeth searches for the radish?,drawer
"1. Carter is in the office.
2. Amelia entered the office.
3. The suit is in the bottle.
4. Amelia exited the office.
5. Carter moved the suit to the bathtub.
6. Carter likes the radish
7. Amelia entered the office.",Where is the suit really?,bathtub,Where was the suit at the beginning?,bottle,Where will Carter look for the suit?,bathtub,Where will Amelia look for the suit?,bathtub,Where does Carter think that Amelia searches for the suit?,bathtub,Where does Amelia think that Carter searches for the suit?,bathtub
"1. Ella entered the garden.
2. Toy cow with bell entered the garden.
3. Ella exited the garden.
4. Hannah entered the garden.
5. The lemon is in the container.
6. Toy cow with bell exited the garden.
7. Hannah moved the lemon to the envelope.",Where is the lemon really?,envelope,Where was the lemon at the beginning?,container,Where will Hannah look for the lemon?,envelope,Where will Toy cow with bell look for the lemon?,container,Where does Hannah think that Toy cow with bell searches for the lemon?,envelope,Where does Toy cow with bell think that Hannah searches for the lemon?,envelope
"1. Jackson entered the garage.
2. Wooden puppet with strings entered the garage.
3. Jackson hates the turnip
4. Aiden entered the garage.
5. The grapefruit is in the bucket.
6. Aiden moved the grapefruit to the basket.
7. Wooden puppet with strings exited the garage.
8. Wooden puppet with strings entered the workshop.",Where is the grapefruit really?,basket,Where was the grapefruit at the beginning?,bucket,Where will Aiden look for the grapefruit?,basket,Where will Wooden puppet with strings look for the grapefruit?,basket,Where does Aiden think that Wooden puppet with strings searches for the grapefruit?,basket,Where does Wooden puppet with strings think that Aiden searches for the grapefruit?,basket
"1. Elizabeth entered the den.
2. Marionette with smile entered the den.
3. The socks is in the pantry.
4. Elizabeth exited the den.
5. Marionette with smile loves the pear
6. Marionette with smile moved the socks to the basket.",Where is the socks really?,basket,Where was the socks at the beginning?,pantry,Where will Marionette with smile look for the socks?,basket,Where will Elizabeth look for the socks?,pantry,Where does Marionette with smile think that Elizabeth searches for the socks?,pantry,Where does Elizabeth think that Marionette with smile searches for the socks?,pantry
"1. Chloe hates the beans
2. Lucas entered the bathroom.
3. Stuffed bunny with bow entered the bathroom.
4. Chloe entered the bathroom.
5. The stockings is in the cupboard.
6. Chloe moved the stockings to the drawer.
7. Stuffed bunny with bow exited the bathroom.",Where is the stockings really?,drawer,Where was the stockings at the beginning?,cupboard,Where will Chloe look for the stockings?,drawer,Where will Stuffed bunny with bow look for the stockings?,drawer,Where does Chloe think that Stuffed bunny with bow searches for the stockings?,drawer,Where does Stuffed bunny with bow think that Chloe searches for the stockings?,drawer
"1. Teddy with red scarf loves the persimmon
2. Lily entered the dining_room.
3. Lily hates the suit
4. Teddy with red scarf entered the dining_room.
5. The raincoat is in the container.
6. Teddy with red scarf moved the raincoat to the pantry.
7. Lily exited the dining_room.",Where is the raincoat really?,pantry,Where was the raincoat at the beginning?,container,Where will Teddy with red scarf look for the raincoat?,pantry,Where will Lily look for the raincoat?,pantry,Where does Teddy with red scarf think that Lily searches for the raincoat?,pantry,Where does Lily think that Teddy with red scarf searches for the raincoat?,pantry
"1. Charlotte entered the playroom.
2. Toy mouse with whiskers entered the playroom.
3. Charlotte hates the t-shirt
4. The turnip is in the bathtub.
5. Toy mouse with whiskers dislikes the cucumber
6. Mila entered the master_bedroom.
7. Toy mouse with whiskers exited the playroom.
8. Mila exited the master_bedroom.
9. Charlotte moved the turnip to the crate.
10. Charlotte exited the playroom.
11. Toy mouse with whiskers entered the master_bedroom.",Where is the turnip really?,crate,Where was the turnip at the beginning?,bathtub,Where will Charlotte look for the turnip?,crate,Where will Toy mouse with whiskers look for the turnip?,bathtub,Where does Charlotte think that Toy mouse with whiskers searches for the turnip?,bathtub,Where does Toy mouse with whiskers think that Charlotte searches for the turnip?,bathtub
"1. Sophia entered the bedroom.
2. Wooden puppet with strings entered the bedroom.
3. Oliver is in the bedroom.
4. The eggplant is in the bathtub.
5. Wooden puppet with strings hates the peach
6. Wooden puppet with strings exited the bedroom.
7. Oliver exited the bedroom.
8. Oliver entered the lounge.
9. Sophia moved the eggplant to the treasure_chest.",Where is the eggplant really?,treasure_chest,Where was the eggplant at the beginning?,bathtub,Where will Sophia look for the eggplant?,treasure_chest,Where will Oliver look for the eggplant?,bathtub,Where does Sophia think that Oliver searches for the eggplant?,treasure_chest,Where does Oliver think that Sophia searches for the eggplant?,treasure_chest
"1. Oliver entered the TV_room.
2. Doll with pigtails entered the TV_room.
3. The carrot is in the bucket.
4. Oliver moved the carrot to the bathtub.
5. Doll with pigtails exited the TV_room.
6. Doll with pigtails entered the garage.",Where is the carrot really?,bathtub,Where was the carrot at the beginning?,bucket,Where will Oliver look for the carrot?,bathtub,Where will Doll with pigtails look for the carrot?,bathtub,Where does Oliver think that Doll with pigtails searches for the carrot?,bathtub,Where does Doll with pigtails think that Oliver searches for the carrot?,bathtub
"1. Ethan entered the lounge.
2. Sock puppet with yarn hair entered the lounge.
3. The banana is in the bottle.
4. Ethan exited the lounge.
5. Noah entered the lounge.
6. Sock puppet with yarn hair hates the pumpkin
7. Ethan entered the lounge.
8. Sock puppet with yarn hair hates the lime
9. Sock puppet with yarn hair moved the banana to the treasure_chest.",Where is the banana really?,treasure_chest,Where was the banana at the beginning?,bottle,Where will Sock puppet with yarn hair look for the banana?,treasure_chest,Where will Ethan look for the banana?,treasure_chest,Where does Sock puppet with yarn hair think that Ethan searches for the banana?,treasure_chest,Where does Ethan think that Sock puppet with yarn hair searches for the banana?,treasure_chest
"1. Mason entered the workshop.
2. Stuffed elephant with trunk entered the workshop.
3. The grapefruit is in the bathtub.
4. Stuffed elephant with trunk exited the workshop.
5. Mason moved the grapefruit to the container.
6. Stuffed elephant with trunk entered the kitchen.",Where is the grapefruit really?,container,Where was the grapefruit at the beginning?,bathtub,Where will Mason look for the grapefruit?,container,Where will Stuffed elephant with trunk look for the grapefruit?,bathtub,Where does Mason think that Stuffed elephant with trunk searches for the grapefruit?,bathtub,Where does Stuffed elephant with trunk think that Mason searches for the grapefruit?,bathtub
"1. Ella entered the basement.
2. Plush bear with vest entered the basement.
3. The persimmon is in the drawer.
4. Plush bear with vest moved the persimmon to the bottle.
5. Plush bear with vest dislikes the radish
6. Ella exited the basement.
7. Plush bear with vest dislikes the cap",Where is the persimmon really?,bottle,Where was the persimmon at the beginning?,drawer,Where will Plush bear with vest look for the persimmon?,bottle,Where will Ella look for the persimmon?,bottle,Where does Plush bear with vest think that Ella searches for the persimmon?,bottle,Where does Ella think that Plush bear with vest searches for the persimmon?,bottle
"1. Noah entered the master_bedroom.
2. Stuffed pig with tail entered the garden.
3. Stuffed pig with tail exited the garden.
4. Ava entered the master_bedroom.
5. The sweet_potato is in the pantry.
6. Ava exited the master_bedroom.
7. Stuffed pig with tail hates the jacket
8. Ava entered the master_bedroom.
9. Noah moved the sweet_potato to the bucket.",Where is the sweet_potato really?,bucket,Where was the sweet_potato at the beginning?,pantry,Where will Noah look for the sweet_potato?,bucket,Where will Ava look for the sweet_potato?,bucket,Where does Noah think that Ava searches for the sweet_potato?,bucket,Where does Ava think that Noah searches for the sweet_potato?,bucket
"1. Lily entered the office.
2. Lily exited the office.
3. Toy mouse with whiskers entered the office.
4. Hannah entered the office.
5. The scarf is in the bucket.
6. Toy mouse with whiskers exited the office.
7. Hannah moved the scarf to the pantry.
8. Hannah exited the office.
9. Toy mouse with whiskers entered the TV_room.",Where is the scarf really?,pantry,Where was the scarf at the beginning?,bucket,Where will Hannah look for the scarf?,pantry,Where will Toy mouse with whiskers look for the scarf?,pantry,Where does Hannah think that Toy mouse with whiskers searches for the scarf?,bucket,Where does Toy mouse with whiskers think that Hannah searches for the scarf?,bucket
"1. Noah entered the back_yard.
2. Jacob loves the turnip
3. Noah exited the back_yard.
4. Toy horse with mane entered the bathroom.
5. Jacob entered the bathroom.
6. The potato is in the bottle.
7. Toy horse with mane exited the bathroom.
8. Toy horse with mane loves the persimmon
9. Jacob moved the potato to the basket.",Where is the potato really?,basket,Where was the potato at the beginning?,bottle,Where will Jacob look for the potato?,basket,Where will Toy horse with mane look for the potato?,bottle,Where does Jacob think that Toy horse with mane searches for the potato?,bottle,Where does Toy horse with mane think that Jacob searches for the potato?,bottle
"1. Alexander dislikes the scarf
2. Elizabeth entered the kitchen.
3. Wooden puppet with strings entered the kitchen.
4. The broccoli is in the bottle.
5. Elizabeth exited the kitchen.
6. Wooden puppet with strings moved the broccoli to the box.",Where is the broccoli really?,box,Where was the broccoli at the beginning?,bottle,Where will Wooden puppet with strings look for the broccoli?,box,Where will Elizabeth look for the broccoli?,bottle,Where does Wooden puppet with strings think that Elizabeth searches for the broccoli?,bottle,Where does Elizabeth think that Wooden puppet with strings searches for the broccoli?,bottle
"1. Mason entered the den.
2. Charlotte is in the den.
3. The tomato is in the treasure_chest.
4. Mason dislikes the watermelon
5. Charlotte dislikes the trousers
6. Mason exited the den.
7. Charlotte moved the tomato to the bathtub.",Where is the tomato really?,bathtub,Where was the tomato at the beginning?,treasure_chest,Where will Charlotte look for the tomato?,bathtub,Where will Mason look for the tomato?,treasure_chest,Where does Charlotte think that Mason searches for the tomato?,treasure_chest,Where does Mason think that Charlotte searches for the tomato?,treasure_chest
"1. Owen entered the den.
2. Puppet with big nose entered the den.
3. Puppet with big nose likes the skirt
4. Sophia entered the den.
5. Owen exited the den.
6. The raincoat is in the bucket.
7. Puppet with big nose hates the undershirt
8. Sophia exited the den.
9. Puppet with big nose moved the raincoat to the box.",Where is the raincoat really?,box,Where was the raincoat at the beginning?,bucket,Where will Puppet with big nose look for the raincoat?,box,Where will Sophia look for the raincoat?,bucket,Where does Puppet with big nose think that Sophia searches for the raincoat?,box,Where does Sophia think that Puppet with big nose searches for the raincoat?,box
"1. Evelyn entered the den.
2. Stuffed pig with tail entered the den.
3. The banana is in the bathtub.
4. Stuffed pig with tail dislikes the undershirt
5. Stuffed pig with tail exited the den.
6. Evelyn moved the banana to the pantry.
7. Evelyn likes the suit
8. Hunter entered the den.
9. Hunter exited the den.
10. Stuffed pig with tail entered the lounge.",Where is the banana really?,pantry,Where was the banana at the beginning?,bathtub,Where will Evelyn look for the banana?,pantry,Where will Stuffed pig with tail look for the banana?,bathtub,Where does Evelyn think that Stuffed pig with tail searches for the banana?,pantry,Where does Stuffed pig with tail think that Evelyn searches for the banana?,pantry
"1. Ava entered the crawlspace.
2. Stuffed bunny with bow entered the hall.
3. Mia entered the crawlspace.
4. The trousers is in the cupboard.
5. Mia moved the trousers to the drawer.
6. Ava exited the crawlspace.
7. Stuffed bunny with bow loves the sweatshirt",Where is the trousers really?,drawer,Where was the trousers at the beginning?,cupboard,Where will Mia look for the trousers?,drawer,Where will Ava look for the trousers?,drawer,Where does Mia think that Ava searches for the trousers?,drawer,Where does Ava think that Mia searches for the trousers?,drawer
"1. Jayden entered the sunroom.
2. Stuffed elephant with trunk entered the sunroom.
3. Lily entered the patio.
4. Lily dislikes the jeans
5. The radish is in the suitcase.
6. Jayden moved the radish to the bucket.
7. Stuffed elephant with trunk exited the sunroom.",Where is the radish really?,bucket,Where was the radish at the beginning?,suitcase,Where will Jayden look for the radish?,bucket,Where will Stuffed elephant with trunk look for the radish?,bucket,Where does Jayden think that Stuffed elephant with trunk searches for the radish?,bucket,Where does Stuffed elephant with trunk think that Jayden searches for the radish?,bucket
"1. Sophia entered the attic.
2. Doll with curly hair entered the attic.
3. The boots is in the treasure_chest.
4. Sophia hates the trousers
5. Sophia moved the boots to the pantry.
6. Doll with curly hair exited the attic.",Where is the boots really?,pantry,Where was the boots at the beginning?,treasure_chest,Where will Sophia look for the boots?,pantry,Where will Doll with curly hair look for the boots?,pantry,Where does Sophia think that Doll with curly hair searches for the boots?,pantry,Where does Doll with curly hair think that Sophia searches for the boots?,pantry
"1. Aria entered the porch.
2. Toy horse with mane entered the porch.
3. Aria loves the pear
4. Aria dislikes the hat
5. The orange is in the basket.
6. Toy horse with mane moved the orange to the container.
7. Olivia entered the basement.
8. Aria exited the porch.",Where is the orange really?,container,Where was the orange at the beginning?,basket,Where will Toy horse with mane look for the orange?,container,Where will Aria look for the orange?,container,Where does Toy horse with mane think that Aria searches for the orange?,container,Where does Aria think that Toy horse with mane searches for the orange?,container
"1. Ethan entered the garden.
2. Plush bear with vest entered the garden.
3. The broccoli is in the container.
4. Ethan exited the garden.
5. Avery dislikes the suit
6. Ethan entered the lounge.
7. Plush bear with vest dislikes the pineapple
8. Plush bear with vest moved the broccoli to the crate.",Where is the broccoli really?,crate,Where was the broccoli at the beginning?,container,Where will Plush bear with vest look for the broccoli?,crate,Where will Ethan look for the broccoli?,container,Where does Plush bear with vest think that Ethan searches for the broccoli?,container,Where does Ethan think that Plush bear with vest searches for the broccoli?,container
"1. Plush sheep with wool is in the front_yard.
2. Lucas entered the front_yard.
3. The strawberry is in the envelope.
4. Plush sheep with wool exited the front_yard.
5. Lucas moved the strawberry to the basket.
6. Plush sheep with wool entered the front_yard.",Where is the strawberry really?,basket,Where was the strawberry at the beginning?,envelope,Where will Lucas look for the strawberry?,basket,Where will Plush sheep with wool look for the strawberry?,basket,Where does Lucas think that Plush sheep with wool searches for the strawberry?,basket,Where does Plush sheep with wool think that Lucas searches for the strawberry?,basket
"1. Logan entered the office.
2. Marionette with smile entered the closet.
3. Benjamin entered the closet.
4. The sweater is in the cupboard.
5. Marionette with smile exited the closet.
6. Marionette with smile entered the office.
7. Benjamin moved the sweater to the treasure_chest.",Where is the sweater really?,treasure_chest,Where was the sweater at the beginning?,cupboard,Where will Benjamin look for the sweater?,treasure_chest,Where will Marionette with smile look for the sweater?,cupboard,Where does Benjamin think that Marionette with smile searches for the sweater?,cupboard,Where does Marionette with smile think that Benjamin searches for the sweater?,cupboard
"1. Emma entered the hallway.
2. Stuffed duck with hat entered the hallway.
3. The shirt is in the suitcase.
4. Stuffed duck with hat exited the hallway.
5. Emma moved the shirt to the container.",Where is the shirt really?,container,Where was the shirt at the beginning?,suitcase,Where will Emma look for the shirt?,container,Where will Stuffed duck with hat look for the shirt?,suitcase,Where does Emma think that Stuffed duck with hat searches for the shirt?,suitcase,Where does Stuffed duck with hat think that Emma searches for the shirt?,suitcase
"1. Avery entered the attic.
2. Avery exited the attic.
3. Wooden puppet with strings entered the master_bedroom.
4. Evelyn entered the master_bedroom.
5. The sweet_potato is in the treasure_chest.
6. Evelyn exited the master_bedroom.
7. Wooden puppet with strings moved the sweet_potato to the bathtub.",Where is the sweet_potato really?,bathtub,Where was the sweet_potato at the beginning?,treasure_chest,Where will Wooden puppet with strings look for the sweet_potato?,bathtub,Where will Evelyn look for the sweet_potato?,treasure_chest,Where does Wooden puppet with strings think that Evelyn searches for the sweet_potato?,treasure_chest,Where does Evelyn think that Wooden puppet with strings searches for the sweet_potato?,treasure_chest
"1. Owen is in the pantry.
2. Ella entered the pantry.
3. The peas is in the treasure_chest.
4. Owen moved the peas to the suitcase.
5. Ella exited the pantry.
6. Owen likes the pajamas
7. Ella entered the porch.",Where is the peas really?,suitcase,Where was the peas at the beginning?,treasure_chest,Where will Owen look for the peas?,suitcase,Where will Ella look for the peas?,suitcase,Where does Owen think that Ella searches for the peas?,suitcase,Where does Ella think that Owen searches for the peas?,suitcase
"1. Oliver entered the staircase.
2. Toy mouse with whiskers entered the staircase.
3. The undershirt is in the cupboard.
4. Hannah entered the laundry.
5. Oliver exited the staircase.
6. Toy mouse with whiskers moved the undershirt to the box.",Where is the undershirt really?,box,Where was the undershirt at the beginning?,cupboard,Where will Toy mouse with whiskers look for the undershirt?,box,Where will Oliver look for the undershirt?,cupboard,Where does Toy mouse with whiskers think that Oliver searches for the undershirt?,cupboard,Where does Oliver think that Toy mouse with whiskers searches for the undershirt?,cupboard
"1. Jack entered the TV_room.
2. Stuffed pig with tail entered the sunroom.
3. Amelia entered the sunroom.
4. The radish is in the pantry.
5. Amelia exited the sunroom.
6. Stuffed pig with tail moved the radish to the drawer.
7. Stuffed pig with tail exited the sunroom.
8. Amelia entered the TV_room.",Where is the radish really?,drawer,Where was the radish at the beginning?,pantry,Where will Stuffed pig with tail look for the radish?,drawer,Where will Amelia look for the radish?,drawer,Where does Stuffed pig with tail think that Amelia searches for the radish?,pantry,Where does Amelia think that Stuffed pig with tail searches for the radish?,pantry
"1. Logan entered the workshop.
2. Stuffed duck with hat entered the workshop.
3. Stuffed duck with hat dislikes the shoes
4. The strawberry is in the cupboard.
5. Stuffed duck with hat hates the banana
6. Jack entered the workshop.
7. Stuffed duck with hat moved the strawberry to the bathtub.
8. Jack exited the workshop.
9. Logan exited the workshop.",Where is the strawberry really?,bathtub,Where was the strawberry at the beginning?,cupboard,Where will Stuffed duck with hat look for the strawberry?,bathtub,Where will Logan look for the strawberry?,bathtub,Where does Stuffed duck with hat think that Logan searches for the strawberry?,bathtub,Where does Logan think that Stuffed duck with hat searches for the strawberry?,bathtub
"1. Doll with freckles loves the jeans
2. Noah entered the pantry.
3. Doll with freckles entered the pantry.
4. The tangerine is in the suitcase.
5. Doll with freckles exited the pantry.
6. Doll with freckles entered the playroom.
7. Noah moved the tangerine to the container.",Where is the tangerine really?,container,Where was the tangerine at the beginning?,suitcase,Where will Noah look for the tangerine?,container,Where will Doll with freckles look for the tangerine?,suitcase,Where does Noah think that Doll with freckles searches for the tangerine?,suitcase,Where does Doll with freckles think that Noah searches for the tangerine?,suitcase
"1. Sophia entered the crawlspace.
2. Toy mouse with whiskers entered the crawlspace.
3. The corn is in the basket.
4. Sophia exited the crawlspace.
5. Abigail entered the garden.
6. Abigail exited the garden.
7. Toy mouse with whiskers moved the corn to the crate.",Where is the corn really?,crate,Where was the corn at the beginning?,basket,Where will Toy mouse with whiskers look for the corn?,crate,Where will Sophia look for the corn?,basket,Where does Toy mouse with whiskers think that Sophia searches for the corn?,crate,Where does Sophia think that Toy mouse with whiskers searches for the corn?,crate
"1. Oliver entered the bathroom.
2. Doll with pigtails entered the bathroom.
3. The apple is in the bottle.
4. Oliver exited the bathroom.
5. Oliver entered the sunroom.
6. Doll with pigtails moved the apple to the cupboard.",Where is the apple really?,cupboard,Where was the apple at the beginning?,bottle,Where will Doll with pigtails look for the apple?,cupboard,Where will Oliver look for the apple?,bottle,Where does Doll with pigtails think that Oliver searches for the apple?,bottle,Where does Oliver think that Doll with pigtails searches for the apple?,bottle
"1. Charlotte entered the living_room.
2. Rag bunny with floppy ears entered the living_room.
3. The underclothes is in the crate.
4. Charlotte moved the underclothes to the envelope.
5. Rag bunny with floppy ears exited the living_room.
6. Rag bunny with floppy ears dislikes the turnip
7. Charlotte exited the living_room.
8. Rag bunny with floppy ears entered the bedroom.",Where is the underclothes really?,envelope,Where was the underclothes at the beginning?,crate,Where will Charlotte look for the underclothes?,envelope,Where will Rag bunny with floppy ears look for the underclothes?,envelope,Where does Charlotte think that Rag bunny with floppy ears searches for the underclothes?,envelope,Where does Rag bunny with floppy ears think that Charlotte searches for the underclothes?,envelope
"1. Mila entered the garage.
2. Stuffed bunny with bow hates the undershirt
3. Stuffed bunny with bow entered the garage.
4. The stockings is in the treasure_chest.
5. Mia entered the garage.
6. Mila exited the garage.
7. Stuffed bunny with bow moved the stockings to the basket.",Where is the stockings really?,basket,Where was the stockings at the beginning?,treasure_chest,Where will Stuffed bunny with bow look for the stockings?,basket,Where will Mila look for the stockings?,treasure_chest,Where does Stuffed bunny with bow think that Mila searches for the stockings?,basket,Where does Mila think that Stuffed bunny with bow searches for the stockings?,basket
"1. Benjamin likes the skirt
2. Carter hates the shoes
3. Benjamin entered the bathroom.
4. Plush bear with vest entered the bathroom.
5. Benjamin exited the bathroom.
6. Carter entered the bathroom.
7. The cucumber is in the box.
8. Carter exited the bathroom.
9. Plush bear with vest moved the cucumber to the suitcase.",Where is the cucumber really?,suitcase,Where was the cucumber at the beginning?,box,Where will Plush bear with vest look for the cucumber?,suitcase,Where will Carter look for the cucumber?,box,Where does Plush bear with vest think that Carter searches for the cucumber?,suitcase,Where does Carter think that Plush bear with vest searches for the cucumber?,suitcase
